transaction_id,player_id,transaction_datetime,game_type,payment_method,stake_amount,win_amount,deposit_amount,withdrawal_amount,bonus_amount,transaction_date
T000238,P0019,2026-03-17 18:18:00,Table Games,Card,66.03,59.62,0.0,0.0,0.0,2026-03-17
T000239,P0019,2026-03-09 11:44:00,Live Casino,E-Wallet,37.64,34.48,0.0,0.0,0.0,2026-03-09
T000240,P0019,2026-01-27 17:53:00,Live Casino,E-Wallet,51.35,35.51,0.0,0.0,0.0,2026-01-27
T000241,P0019,2026-02-16 06:09:00,Slots,E-Wallet,14.86,12.36,0.0,0.0,0.0,2026-02-16
T000242,P0019,2026-01-23 15:44:00,Sportsbook,Card,68.17,50.45,0.0,0.0,0.0,2026-01-23
T000243,P0019,2026-01-04 16:45:00,Slots,Bank Transfer,14.73,15.95,0.0,0.0,39.79,2026-01-04
T000244,P0020,2026-01-24 04:37:00,Slots,Bank Transfer,8.08,9.14,0.0,0.0,0.0,2026-01-24
T000245,P0020,2026-03-22 03:55:00,Slots,E-Wallet,24.31,19.48,0.0,25.36,0.0,2026-03-22
T000246,P0020,2026-03-10 03:31:00,Sportsbook,Card,8.65,8.81,72.39,93.17,0.0,2026-03-10
T000247,P0020,2026-02-10 16:47:00,Slots,Crypto,42.88,38.88,22.96,0.0,0.0,2026-02-10
T000248,P0021,2026-01-20 17:02:00,Live Casino,Bank Transfer,10.0,8.13,0.0,0.0,38.43,2026-01-20
T000249,P0021,2026-03-05 21:15:00,Sportsbook,Card,5.47,5.55,25.98,0.0,0.0,2026-03-05
T000250,P0021,2026-02-22 13:20:00,Slots,Card,55.08,48.75,0.0,0.0,0.0,2026-02-22
T000251,P0021,2026-01-30 02:40:00,Sportsbook,E-Wallet,46.11,47.74,57.73,0.0,0.0,2026-01-30
T000252,P0021,2026-03-04 23:27:00,Sportsbook,Bank Transfer,18.26,13.69,0.0,0.0,50.05,2026-03-04
T000253,P0021,2026-01-02 09:43:00,Slots,Card,10.56,7.11,0.0,0.0,0.0,2026-01-02
T000254,P0022,2026-01-31 00:13:00,Poker,Card,63.2,54.1,0.0,0.0,0.0,2026-01-31
T000255,P0022,2026-03-21 18:16:00,Table Games,E-Wallet,102.38,94.25,0.0,0.0,0.0,2026-03-21
T000256,P0022,2026-02-28 03:02:00,Poker,Card,77.44,42.7,0.0,0.0,0.0,2026-02-28
T000257,P0022,2026-03-23 10:51:00,Slots,Card,19.76,25.44,23.62,0.0,0.0,2026-03-23
T000258,P0022,2026-03-15 14:41:00,Live Casino,Card,126.75,95.74,31.65,0.0,0.0,2026-03-15
T000259,P0022,2026-02-02 03:28:00,Sportsbook,Card,123.24,118.56,0.0,0.0,0.0,2026-02-02
T000260,P0022,2026-03-26 08:57:00,Slots,Bank Transfer,245.75,202.3,0.0,0.0,0.0,2026-03-26
T000261,P0022,2026-02-26 13:43:00,Slots,Card,129.5,141.68,33.38,0.0,0.0,2026-02-26
T000262,P0022,2026-03-18 19:09:00,Slots,Bank Transfer,101.92,74.92,0.0,0.0,0.0,2026-03-18
T000263,P0022,2026-03-02 06:23:00,Table Games,E-Wallet,158.81,109.32,0.0,0.0,0.0,2026-03-02
T000264,P0022,2026-03-13 14:51:00,Sportsbook,Crypto,64.65,65.36,0.0,0.0,0.0,2026-03-13
T000265,P0022,2026-02-02 00:07:00,Table Games,Crypto,187.85,181.97,0.0,0.0,23.47,2026-02-02
T000266,P0022,2026-01-09 09:50:00,Poker,Crypto,146.56,157.54,0.0,0.0,0.0,2026-01-09
T000267,P0022,2026-01-21 18:24:00,Slots,Bank Transfer,132.47,94.35,0.0,0.0,34.55,2026-01-21
T000268,P0022,2026-03-11 16:59:00,Slots,Crypto,29.1,21.65,0.0,0.0,0.0,2026-03-11
T000269,P0022,2026-02-06 12:56:00,Slots,Bank Transfer,205.2,158.31,0.0,0.0,0.0,2026-02-06
T000270,P0022,2026-03-29 07:31:00,Slots,E-Wallet,120.92,120.9,0.0,0.0,0.0,2026-03-29
T000271,P0022,2026-03-09 10:15:00,Sportsbook,E-Wallet,209.8,171.07,0.0,0.0,0.0,2026-03-09
T000272,P0022,2026-02-02 00:11:00,Slots,E-Wallet,258.18,178.1,85.76,0.0,0.0,2026-02-02
T000273,P0022,2026-03-21 14:37:00,Table Games,Bank Transfer,110.84,83.8,0.0,35.73,0.0,2026-03-21
T000274,P0022,2026-01-13 07:55:00,Sportsbook,Card,108.73,87.33,0.0,0.0,0.0,2026-01-13
T000275,P0023,2026-03-08 04:13:00,Table Games,E-Wallet,355.31,325.36,19.21,0.0,129.5,2026-03-08
T000276,P0023,2026-02-18 08:51:00,Sportsbook,Card,129.78,135.53,0.0,0.0,0.0,2026-02-18
T000277,P0023,2026-01-07 22:23:00,Table Games,Card,381.41,233.78,0.0,0.0,0.0,2026-01-07
T000278,P0023,2026-02-01 12:46:00,Table Games,Bank Transfer,672.16,679.94,0.0,149.98,43.4,2026-02-01
T000279,P0023,2026-03-01 05:39:00,Table Games,Card,303.81,305.88,0.0,0.0,0.0,2026-03-01
T000280,P0023,2026-02-05 00:19:00,Live Casino,Card,98.1,125.37,9.8,0.0,46.5,2026-02-05
T000281,P0023,2026-03-01 13:53:00,Sportsbook,Card,298.06,282.62,0.0,11.87,0.0,2026-03-01
T000282,P0023,2026-02-07 15:54:00,Sportsbook,Crypto,192.23,165.68,9.04,0.0,126.99,2026-02-07
T000283,P0023,2026-02-01 17:40:00,Sportsbook,Card,255.73,200.34,0.0,0.0,0.0,2026-02-01
T000284,P0023,2026-03-30 17:05:00,Sportsbook,Card,245.82,296.99,8.96,0.0,142.24,2026-03-30
T000285,P0023,2026-01-05 02:54:00,Live Casino,Bank Transfer,245.52,255.24,11.99,0.0,71.7,2026-01-05
T000286,P0023,2026-02-15 21:12:00,Slots,Bank Transfer,217.57,141.87,7.9,0.0,64.2,2026-02-15
T000287,P0023,2026-01-16 23:04:00,Poker,Card,320.52,313.68,44.33,0.0,0.0,2026-01-16
T000288,P0023,2026-03-02 10:42:00,Sportsbook,Crypto,140.78,179.48,12.16,0.0,84.05,2026-03-02
T000289,P0023,2026-03-25 17:30:00,Slots,E-Wallet,211.99,157.39,24.62,0.0,93.09,2026-03-25
T000290,P0023,2026-02-20 21:15:00,Slots,E-Wallet,446.98,466.71,0.0,0.0,0.0,2026-02-20
T000291,P0023,2026-02-24 12:39:00,Slots,Card,172.59,159.8,0.0,0.0,0.0,2026-02-24
T000292,P0023,2026-01-06 05:25:00,Sportsbook,Bank Transfer,356.82,183.35,13.25,0.0,135.21,2026-01-06
T000293,P0023,2026-02-04 06:37:00,Sportsbook,Card,251.53,263.44,1.48,25.17,102.19,2026-02-04
T000294,P0023,2026-01-01 16:31:00,Live Casino,Card,405.73,285.81,3.17,0.0,114.18,2026-01-01
T000295,P0023,2026-02-09 00:19:00,Table Games,E-Wallet,263.58,160.89,19.23,0.0,80.44,2026-02-09
T000296,P0023,2026-02-10 16:16:00,Slots,Card,427.8,400.93,30.63,0.0,0.0,2026-02-10
T000297,P0023,2026-02-12 06:35:00,Slots,Card,616.25,661.75,0.0,0.0,0.0,2026-02-12
T000298,P0023,2026-02-12 06:48:00,Poker,E-Wallet,209.17,141.82,23.52,0.0,132.75,2026-02-12
T000299,P0023,2026-02-04 21:07:00,Table Games,E-Wallet,308.92,208.7,19.86,0.0,0.0,2026-02-04
T000300,P0023,2026-03-25 17:41:00,Slots,Crypto,206.55,172.75,9.01,0.0,85.19,2026-03-25
T000301,P0023,2026-01-06 21:09:00,Live Casino,Card,247.66,269.77,24.65,0.0,132.07,2026-01-06
T000302,P0023,2026-01-11 11:17:00,Slots,E-Wallet,83.78,84.14,28.26,0.0,92.12,2026-01-11
T000303,P0023,2026-01-26 14:50:00,Sportsbook,Card,213.41,231.2,18.95,0.0,103.98,2026-01-26
T000304,P0023,2026-02-21 03:46:00,Slots,Crypto,306.59,266.01,20.58,0.0,126.59,2026-02-21
T000305,P0023,2026-03-28 08:21:00,Sportsbook,E-Wallet,325.63,374.15,25.51,0.0,86.97,2026-03-28
T000306,P0023,2026-03-21 03:53:00,Table Games,Card,166.67,147.74,0.0,50.33,0.0,2026-03-21
T000307,P0023,2026-03-31 11:13:00,Slots,Crypto,109.2,84.42,0.0,48.39,0.0,2026-03-31
T000308,P0023,2026-03-14 18:15:00,Sportsbook,E-Wallet,154.91,234.09,18.47,0.0,73.82,2026-03-14
T000309,P0023,2026-01-22 09:15:00,Slots,E-Wallet,332.26,294.11,68.56,0.0,0.0,2026-01-22
T000310,P0023,2026-02-17 23:50:00,Slots,E-Wallet,204.4,168.84,13.09,21.55,120.69,2026-02-17
T000311,P0023,2026-02-28 00:03:00,Sportsbook,Card,42.99,38.91,8.84,0.0,143.54,2026-02-28
T000312,P0023,2026-03-24 20:09:00,Slots,Card,57.88,35.64,0.0,0.0,0.0,2026-03-24
T000313,P0024,2026-03-31 13:16:00,Slots,Card,10.66,9.04,0.0,3.69,0.0,2026-03-31
T000314,P0024,2026-01-12 20:41:00,Poker,E-Wallet,60.57,43.03,18.24,0.0,0.0,2026-01-12
T000315,P0024,2026-01-06 19:14:00,Slots,Bank Transfer,15.04,14.67,42.4,81.67,0.0,2026-01-06
T000316,P0024,2026-01-15 04:02:00,Slots,Bank Transfer,8.07,9.94,0.0,0.0,0.0,2026-01-15
T000317,P0024,2026-02-26 07:52:00,Slots,Card,8.56,6.19,108.89,0.0,0.0,2026-02-26
T000318,P0024,2026-02-17 09:18:00,Slots,Card,9.01,9.07,71.7,0.0,0.0,2026-02-17
T000319,P0025,2026-02-05 23:04:00,Sportsbook,E-Wallet,52.9,69.85,0.0,0.0,0.0,2026-02-05
T000320,P0025,2026-01-22 05:50:00,Slots,Card,8.07,7.09,12.98,0.0,0.0,2026-01-22
T000321,P0025,2026-03-04 19:38:00,Slots,Card,224.74,232.11,0.0,0.0,0.0,2026-03-04
T000322,P0025,2026-02-09 06:46:00,Live Casino,Bank Transfer,83.43,98.13,0.0,0.0,0.0,2026-02-09
T000323,P0025,2026-03-26 10:47:00,Sportsbook,Card,133.21,183.26,0.0,24.88,0.0,2026-03-26
T000324,P0025,2026-01-12 05:18:00,Slots,Bank Transfer,84.22,92.52,0.0,0.0,0.0,2026-01-12
T000325,P0025,2026-01-14 06:21:00,Slots,Bank Transfer,156.48,113.2,0.0,0.0,0.0,2026-01-14
T000326,P0025,2026-03-18 12:23:00,Live Casino,E-Wallet,53.51,52.35,0.0,0.0,35.3,2026-03-18
T000327,P0025,2026-01-06 23:18:00,Live Casino,Card,99.86,46.94,0.0,0.0,0.0,2026-01-06
T000328,P0025,2026-02-23 09:54:00,Sportsbook,Bank Transfer,173.53,75.38,0.0,0.0,0.0,2026-02-23
T000329,P0025,2026-02-16 02:22:00,Live Casino,Crypto,81.8,84.81,0.0,0.0,0.0,2026-02-16
T000330,P0025,2026-01-26 14:05:00,Slots,Card,61.68,48.68,0.0,0.0,0.0,2026-01-26
T000331,P0025,2026-01-03 03:26:00,Live Casino,Card,108.55,97.02,0.0,0.0,0.0,2026-01-03
T000332,P0025,2026-01-14 07:47:00,Slots,E-Wallet,66.4,52.24,0.0,0.0,0.0,2026-01-14
T000333,P0025,2026-02-26 02:23:00,Poker,Card,158.25,117.32,0.0,0.0,0.0,2026-02-26
T000334,P0025,2026-03-21 18:05:00,Slots,Card,116.6,137.69,53.87,0.0,0.0,2026-03-21
T000335,P0025,2026-01-24 14:35:00,Live Casino,E-Wallet,102.15,69.73,39.5,0.0,0.0,2026-01-24
T000336,P0025,2026-02-03 03:23:00,Sportsbook,Card,117.07,77.99,0.0,0.0,0.0,2026-02-03
T000337,P0025,2026-02-28 05:28:00,Slots,Card,93.09,76.33,0.0,0.0,0.0,2026-02-28
T000338,P0026,2026-02-06 05:06:00,Sportsbook,Card,11.79,13.06,0.0,0.0,32.85,2026-02-06
T000339,P0026,2026-02-10 04:56:00,Slots,Card,159.88,96.43,0.0,0.0,0.0,2026-02-10
T000340,P0026,2026-02-13 15:14:00,Poker,Card,170.48,76.03,0.0,0.0,0.0,2026-02-13
T000341,P0026,2026-02-21 08:52:00,Live Casino,E-Wallet,160.98,140.81,0.0,0.0,0.0,2026-02-21
T000342,P0026,2026-02-10 21:29:00,Slots,Card,58.78,48.25,34.11,0.0,0.0,2026-02-10
T000343,P0026,2026-02-18 16:54:00,Table Games,E-Wallet,90.07,97.26,66.65,0.0,0.0,2026-02-18
T000344,P0026,2026-03-16 04:00:00,Slots,Bank Transfer,53.84,48.68,0.0,0.0,0.0,2026-03-16
T000345,P0026,2026-02-25 09:19:00,Slots,Card,102.33,96.01,0.0,0.0,0.0,2026-02-25
T000346,P0026,2026-01-29 14:45:00,Slots,Crypto,100.96,92.93,0.0,0.0,0.0,2026-01-29
T000347,P0026,2026-01-19 21:46:00,Slots,E-Wallet,85.4,78.94,0.0,0.0,0.0,2026-01-19
T000348,P0026,2026-01-24 12:31:00,Slots,Card,15.56,14.89,34.69,0.0,0.0,2026-01-24
T000349,P0026,2026-03-19 01:33:00,Sportsbook,Bank Transfer,87.46,83.56,49.1,0.0,0.0,2026-03-19
T000350,P0026,2026-03-08 05:28:00,Slots,Card,99.9,87.8,36.03,0.0,0.0,2026-03-08
T000351,P0026,2026-01-20 12:12:00,Poker,E-Wallet,228.48,155.56,0.0,0.0,0.0,2026-01-20
T000352,P0026,2026-02-13 09:39:00,Live Casino,Card,68.93,58.09,0.0,0.0,0.0,2026-02-13
T000353,P0026,2026-03-27 05:56:00,Sportsbook,E-Wallet,48.85,63.32,0.0,0.0,0.0,2026-03-27
T000354,P0026,2026-02-02 11:27:00,Table Games,Bank Transfer,103.39,73.14,0.0,0.0,0.0,2026-02-02
T000355,P0026,2026-02-18 19:23:00,Slots,Card,148.64,157.88,0.0,0.0,0.0,2026-02-18
T000356,P0026,2026-01-28 01:56:00,Slots,Card,60.08,63.03,25.01,0.0,0.0,2026-01-28
T000357,P0026,2026-02-16 18:01:00,Live Casino,Card,139.07,137.3,117.32,0.0,0.0,2026-02-16
T000358,P0027,2026-01-26 10:21:00,Slots,Card,26.9,24.88,0.0,0.0,31.76,2026-01-26
T000359,P0027,2026-01-06 20:15:00,Poker,Card,26.93,30.59,0.0,0.0,0.0,2026-01-06
T000360,P0027,2026-01-19 14:07:00,Slots,Card,43.9,40.03,0.0,0.0,0.0,2026-01-19
T000361,P0027,2026-03-07 19:46:00,Sportsbook,Card,67.69,55.22,127.34,0.0,0.0,2026-03-07
T000362,P0027,2026-02-03 15:44:00,Sportsbook,Card,58.81,62.18,27.25,0.0,0.0,2026-02-03
T000363,P0027,2026-03-11 15:23:00,Slots,E-Wallet,94.62,106.05,0.0,0.0,0.0,2026-03-11
T000364,P0027,2026-03-17 23:26:00,Slots,E-Wallet,15.8,16.11,0.0,0.0,0.0,2026-03-17
T000365,P0027,2026-01-25 01:35:00,Live Casino,Crypto,72.14,54.3,0.0,0.0,39.49,2026-01-25
T000366,P0027,2026-02-13 13:45:00,Poker,Card,44.07,37.72,0.0,0.0,0.0,2026-02-13
T000367,P0027,2026-02-15 10:13:00,Table Games,Card,21.17,23.33,0.0,0.0,50.84,2026-02-15
T000368,P0027,2026-02-28 10:58:00,Live Casino,E-Wallet,113.23,47.78,76.59,0.0,0.0,2026-02-28
T000369,P0027,2026-03-05 03:29:00,Table Games,Crypto,37.76,33.2,0.0,0.0,52.17,2026-03-05
T000370,P0027,2026-02-26 01:12:00,Slots,Card,66.23,52.01,62.05,0.0,45.25,2026-02-26
T000371,P0027,2026-03-22 11:48:00,Live Casino,Card,50.89,46.22,0.0,0.0,34.62,2026-03-22
T000372,P0027,2026-03-30 22:59:00,Slots,Card,30.54,29.81,36.01,0.0,0.0,2026-03-30
T000373,P0028,2026-02-15 21:22:00,Slots,E-Wallet,284.89,161.35,0.0,0.0,0.0,2026-02-15
T000374,P0028,2026-02-19 09:22:00,Live Casino,Card,326.88,315.39,0.0,0.0,0.0,2026-02-19
T000375,P0028,2026-02-07 21:42:00,Sportsbook,E-Wallet,244.22,164.2,0.0,0.0,0.0,2026-02-07
T000376,P0028,2026-03-18 06:07:00,Slots,E-Wallet,406.76,411.06,0.0,0.0,0.0,2026-03-18
T000377,P0028,2026-02-20 03:22:00,Sportsbook,Card,212.04,243.79,0.0,65.73,0.0,2026-02-20
T000378,P0028,2026-01-20 08:58:00,Slots,E-Wallet,283.24,230.56,0.0,55.61,0.0,2026-01-20
T000379,P0028,2026-01-10 18:18:00,Table Games,Bank Transfer,414.14,148.74,0.0,47.66,0.0,2026-01-10
T000380,P0028,2026-02-19 19:25:00,Slots,Bank Transfer,231.19,281.52,0.0,0.0,0.0,2026-02-19
T000381,P0028,2026-01-21 21:17:00,Slots,Bank Transfer,310.34,174.37,0.0,0.0,0.0,2026-01-21
T000382,P0028,2026-02-24 10:49:00,Table Games,Crypto,139.19,80.61,0.0,0.0,0.0,2026-02-24
T000383,P0028,2026-01-15 20:23:00,Live Casino,Card,24.41,23.61,0.0,24.89,0.0,2026-01-15
T000384,P0028,2026-03-12 01:47:00,Sportsbook,Card,447.72,471.85,0.0,0.0,0.0,2026-03-12
T000385,P0028,2026-01-05 12:53:00,Poker,Card,119.95,158.04,0.0,0.0,0.0,2026-01-05
T000386,P0028,2026-03-30 19:59:00,Table Games,E-Wallet,451.85,408.82,0.0,23.69,0.0,2026-03-30
T000387,P0028,2026-03-11 04:56:00,Live Casino,Crypto,126.75,53.95,0.0,0.0,0.0,2026-03-11
T000388,P0028,2026-01-19 07:54:00,Table Games,E-Wallet,559.41,584.27,0.0,0.0,0.0,2026-01-19
T000389,P0028,2026-02-28 23:54:00,Poker,Card,264.26,131.18,0.0,0.0,0.0,2026-02-28
T000390,P0028,2026-02-17 17:39:00,Slots,Card,247.23,228.77,0.0,0.0,0.0,2026-02-17
T000391,P0028,2026-01-02 01:38:00,Sportsbook,Bank Transfer,227.82,284.74,0.0,0.0,0.0,2026-01-02
T000392,P0028,2026-01-19 13:39:00,Slots,Bank Transfer,372.86,371.88,36.1,0.0,0.0,2026-01-19
T000393,P0028,2026-01-20 02:36:00,Slots,E-Wallet,89.51,80.22,0.0,81.93,0.0,2026-01-20
T000394,P0028,2026-03-10 08:12:00,Poker,E-Wallet,366.49,418.57,0.0,0.0,0.0,2026-03-10
T000395,P0028,2026-03-03 19:47:00,Live Casino,Bank Transfer,251.11,337.27,0.0,0.0,30.06,2026-03-03
T000396,P0028,2026-03-27 18:34:00,Sportsbook,E-Wallet,118.41,80.03,66.11,0.0,0.0,2026-03-27
T000397,P0028,2026-03-03 09:34:00,Slots,Card,69.7,25.14,0.0,0.0,0.0,2026-03-03
T000398,P0028,2026-01-25 09:02:00,Slots,E-Wallet,475.46,601.0,0.0,0.0,0.0,2026-01-25
T000399,P0028,2026-03-27 20:45:00,Table Games,Bank Transfer,224.8,166.87,22.93,0.0,0.0,2026-03-27
T000400,P0028,2026-02-16 18:25:00,Slots,Card,181.62,229.98,0.0,0.0,19.82,2026-02-16
T000401,P0028,2026-01-05 04:57:00,Slots,Card,237.48,281.9,0.0,0.0,0.0,2026-01-05
T000402,P0028,2026-01-17 14:35:00,Slots,Card,239.16,238.07,0.0,0.0,0.0,2026-01-17
T000403,P0028,2026-01-13 13:17:00,Sportsbook,Card,318.14,268.72,0.0,18.04,0.0,2026-01-13
T000404,P0028,2026-01-26 01:11:00,Table Games,Card,116.6,136.17,0.0,0.0,0.0,2026-01-26
T000405,P0028,2026-02-25 16:07:00,Sportsbook,E-Wallet,139.25,148.13,0.0,0.0,0.0,2026-02-25
T000406,P0028,2026-03-11 18:06:00,Slots,E-Wallet,121.65,86.06,0.0,0.0,0.0,2026-03-11
T000407,P0028,2026-03-11 01:05:00,Sportsbook,E-Wallet,239.83,237.98,63.67,68.68,0.0,2026-03-11
T000408,P0028,2026-01-01 20:57:00,Sportsbook,Bank Transfer,298.91,260.05,0.0,15.07,0.0,2026-01-01
T000409,P0028,2026-03-07 13:52:00,Live Casino,Bank Transfer,165.45,166.49,0.0,65.08,0.0,2026-03-07
T000410,P0028,2026-03-04 16:50:00,Slots,Bank Transfer,129.68,120.28,0.0,0.0,0.0,2026-03-04
T000411,P0028,2026-03-12 20:52:00,Sportsbook,E-Wallet,258.19,232.03,125.6,0.0,0.0,2026-03-12
T000412,P0028,2026-01-03 16:30:00,Slots,Card,252.65,174.03,0.0,0.0,0.0,2026-01-03
T000413,P0028,2026-01-29 15:28:00,Sportsbook,E-Wallet,232.57,120.71,0.0,0.0,54.93,2026-01-29
T000414,P0028,2026-03-26 15:57:00,Slots,Card,206.07,251.84,0.0,0.0,0.0,2026-03-26
T000415,P0028,2026-01-06 01:13:00,Slots,Crypto,313.13,399.79,64.4,0.0,0.0,2026-01-06
T000416,P0028,2026-03-01 09:24:00,Table Games,Card,180.57,167.7,0.0,0.0,0.0,2026-03-01
T000417,P0028,2026-01-09 18:44:00,Table Games,Bank Transfer,169.95,221.29,0.0,0.0,0.0,2026-01-09
T000418,P0028,2026-03-21 04:15:00,Slots,Card,191.75,216.51,0.0,25.69,26.63,2026-03-21
T000419,P0028,2026-02-22 07:35:00,Sportsbook,Card,261.87,149.72,0.0,0.0,0.0,2026-02-22
T000420,P0028,2026-02-08 21:20:00,Sportsbook,Card,307.38,207.75,0.0,0.0,0.0,2026-02-08
T000421,P0028,2026-03-22 16:10:00,Slots,Bank Transfer,244.2,186.57,0.0,0.0,0.0,2026-03-22
T000422,P0028,2026-02-22 12:11:00,Poker,Card,413.8,288.75,0.0,0.0,0.0,2026-02-22
T000423,P0028,2026-02-02 18:10:00,Sportsbook,E-Wallet,239.19,124.05,0.0,0.0,0.0,2026-02-02
T000424,P0028,2026-03-28 22:21:00,Sportsbook,E-Wallet,111.83,129.29,0.0,0.0,0.0,2026-03-28
T000425,P0029,2026-01-12 20:29:00,Slots,Card,55.31,46.75,103.2,8.09,0.0,2026-01-12
T000426,P0029,2026-01-10 02:57:00,Poker,Card,9.61,6.95,0.0,0.0,0.0,2026-01-10
T000427,P0029,2026-03-15 01:39:00,Slots,E-Wallet,26.29,24.41,0.0,0.0,0.0,2026-03-15
T000428,P0029,2026-03-20 17:03:00,Sportsbook,Card,56.61,53.16,0.0,0.0,0.0,2026-03-20
T000429,P0029,2026-02-16 18:47:00,Table Games,Card,33.64,27.22,0.0,0.0,0.0,2026-02-16
T000430,P0029,2026-03-05 04:01:00,Slots,E-Wallet,75.1,63.74,58.18,0.0,0.0,2026-03-05
T000431,P0030,2026-01-29 06:28:00,Slots,Card,14.41,11.21,0.0,0.0,0.0,2026-01-29
T000432,P0030,2026-02-08 02:01:00,Slots,Card,192.8,231.1,0.0,0.0,0.0,2026-02-08
T000433,P0030,2026-03-24 12:58:00,Slots,Card,81.33,75.32,0.0,70.6,0.0,2026-03-24
T000434,P0030,2026-03-23 13:46:00,Slots,E-Wallet,172.56,120.35,0.0,0.0,0.0,2026-03-23
T000435,P0030,2026-02-09 03:35:00,Slots,Card,168.32,172.06,0.0,0.0,0.0,2026-02-09
T000436,P0030,2026-01-10 23:45:00,Slots,E-Wallet,259.66,164.03,0.0,0.0,0.0,2026-01-10
T000437,P0030,2026-01-25 10:43:00,Live Casino,Bank Transfer,359.91,388.16,0.0,0.0,0.0,2026-01-25
T000438,P0030,2026-01-06 15:59:00,Sportsbook,Card,179.56,224.69,0.0,0.0,0.0,2026-01-06
T000439,P0030,2026-03-13 05:03:00,Sportsbook,Bank Transfer,175.72,205.51,0.0,0.0,0.0,2026-03-13
T000440,P0030,2026-03-17 04:49:00,Slots,Bank Transfer,156.62,151.9,0.0,0.0,0.0,2026-03-17
T000441,P0030,2026-02-10 14:01:00,Slots,E-Wallet,109.72,117.58,0.0,0.0,0.0,2026-02-10
T000442,P0030,2026-01-19 06:30:00,Sportsbook,Card,219.42,150.22,46.4,0.0,5.06,2026-01-19
T000443,P0030,2026-01-09 19:44:00,Sportsbook,Card,505.51,400.26,68.29,0.0,0.0,2026-01-09
T000444,P0030,2026-03-19 03:24:00,Live Casino,E-Wallet,134.11,120.58,0.0,0.0,0.0,2026-03-19
T000445,P0030,2026-03-28 06:11:00,Slots,Bank Transfer,340.6,305.27,0.0,0.0,0.0,2026-03-28
T000446,P0030,2026-02-27 11:56:00,Live Casino,E-Wallet,380.21,403.25,0.0,0.0,0.0,2026-02-27
T000447,P0030,2026-02-21 09:52:00,Live Casino,E-Wallet,141.31,131.04,28.51,0.0,0.0,2026-02-21
T000448,P0030,2026-01-12 06:45:00,Table Games,Bank Transfer,242.2,170.86,0.0,0.0,0.0,2026-01-12
T000449,P0030,2026-01-06 19:25:00,Live Casino,Card,109.21,88.42,0.0,0.0,0.0,2026-01-06
T000450,P0030,2026-03-24 05:31:00,Slots,Card,40.44,40.52,0.0,0.0,0.0,2026-03-24
T000451,P0030,2026-02-17 07:50:00,Live Casino,E-Wallet,460.74,346.77,0.0,16.65,0.0,2026-02-17
T000452,P0030,2026-03-21 19:15:00,Poker,Bank Transfer,286.19,228.95,0.0,0.0,0.0,2026-03-21
T000453,P0030,2026-02-26 05:02:00,Table Games,Card,309.06,253.6,0.0,0.0,0.0,2026-02-26
T000454,P0030,2026-01-22 11:16:00,Slots,E-Wallet,278.79,365.93,0.0,0.0,0.0,2026-01-22
T000455,P0030,2026-01-01 08:47:00,Table Games,E-Wallet,271.66,200.17,0.0,0.0,0.0,2026-01-01
T000456,P0030,2026-02-14 13:16:00,Slots,Card,194.42,169.51,0.0,0.0,0.0,2026-02-14
T000457,P0030,2026-01-26 18:46:00,Slots,E-Wallet,76.54,77.67,0.0,0.0,0.0,2026-01-26
T000458,P0030,2026-03-15 01:23:00,Sportsbook,Bank Transfer,303.6,219.74,16.57,0.0,0.0,2026-03-15
T000459,P0030,2026-03-28 18:03:00,Sportsbook,E-Wallet,203.39,197.13,0.0,0.0,0.0,2026-03-28
T000460,P0030,2026-03-05 13:38:00,Sportsbook,Card,413.33,333.56,0.0,0.0,0.0,2026-03-05
T000461,P0030,2026-02-06 15:13:00,Live Casino,Crypto,299.99,252.86,71.69,0.0,0.0,2026-02-06
T000462,P0030,2026-02-15 01:10:00,Sportsbook,Card,474.78,402.51,21.37,0.0,0.0,2026-02-15
T000463,P0030,2026-01-27 01:44:00,Poker,Crypto,355.75,395.91,0.0,0.0,0.0,2026-01-27
T000464,P0030,2026-03-06 02:45:00,Sportsbook,E-Wallet,155.7,183.73,0.0,0.0,0.0,2026-03-06
T000465,P0030,2026-02-03 12:47:00,Table Games,E-Wallet,484.56,456.42,0.0,0.0,0.0,2026-02-03
T000466,P0030,2026-01-16 21:19:00,Live Casino,Bank Transfer,291.2,330.18,0.0,0.0,0.0,2026-01-16
T000467,P0030,2026-01-27 06:02:00,Slots,E-Wallet,351.86,322.4,44.83,0.0,0.0,2026-01-27
T000468,P0030,2026-02-01 11:08:00,Poker,Crypto,94.07,71.16,0.0,0.0,0.0,2026-02-01
T000469,P0030,2026-03-13 12:22:00,Slots,E-Wallet,156.7,116.4,0.0,24.13,0.0,2026-03-13
T000470,P0031,2026-01-18 05:58:00,Slots,E-Wallet,267.59,242.12,0.0,0.0,0.0,2026-01-18
T000471,P0031,2026-03-12 17:55:00,Sportsbook,Bank Transfer,413.29,546.35,0.0,64.4,0.0,2026-03-12
T000472,P0031,2026-03-19 17:26:00,Table Games,E-Wallet,222.74,191.51,0.0,0.0,0.0,2026-03-19
T000473,P0031,2026-01-16 21:15:00,Sportsbook,Card,110.82,105.23,0.0,0.0,38.72,2026-01-16
T000474,P0031,2026-03-20 00:01:00,Sportsbook,Bank Transfer,123.38,82.01,32.36,0.0,0.0,2026-03-20
T000475,P0031,2026-02-09 01:50:00,Slots,Bank Transfer,284.99,257.39,0.0,30.26,0.0,2026-02-09
